code_postal,ville,nb_immeubles_cibles,total_lots_cibles,score_moyen_cibles
78840,FRENEUSE,1,24,0.62
74250,BOGČVE,1,24,0.54
91730,MAUCHAMPS,2,24,0.65
42740,SAINT-PAUL-EN-JAREZ,2,24,0.81
7320,SAINT-AGRČVE,2,24,0.69
59123,ZUYDCOOTE,1,24,0.83
21121,AHUY,1,24,0.83
57170,CHÂTEAU-SALINS,2,24,0.58
13280,ARLES,1,24,0.62
74500,SAINT-GINGOLPH,1,24,0.58
44000,REZÉ,1,24,0.54
74330,LA BALME-DE-SILLINGY,2,24,0.67
26760,BEAUMONT-LČS-VALENCE,1,24,0.75
88000,CHANTRAINE,1,24,0.5
91310,LEUVILLE-SUR-ORGE,3,24,0.76
67860,RHINAU,3,24,0.8
95130,LE PLESSIS-BOUCHARD,3,24,0.78
91670,ANGERVILLE,1,24,0.58
76240,LE MESNIL-ESNARD,1,24,0.75
74800,SAINT-SIXT,1,24,0.71
91590,LA FERTÉ-ALAIS,3,24,0.87
83590,GONFARON,1,24,0.88
83560,VINON-SUR-VERDON,1,24,0.5
10140,VENDEUVRE-SUR-BARSE,1,24,0.79
11110,NARBONNE,1,24,0.67
42660,SAINT-GENEST-MALIFAUX,2,23,0.74
64420,SOUMOULOU,1,23,0.61
54525,PULNOY,1,23,0.87
55400,ÉTAIN,2,23,0.64
68480,FERRETTE,2,23,0.73
67450,LAMPERTHEIM,2,23,0.58
21700,COMBLANCHIEN,1,23,0.65
30126,TAVEL,1,23,0.57
67204,ACHENHEIM,2,23,0.74
67206,MITTELHAUSBERGEN,3,23,0.74
67310,TRAENHEIM,1,23,0.57
57540,PETITE-ROSSELLE,2,23,0.8
63118,CÉBAZAT,3,23,0.64
27500,SAINT-GERMAIN-VILLAGE,1,23,0.74
25115,POUILLEY-LES-VIGNES,1,23,0.61
25320,MONTFERRAND-LE-CHÂTEAU,2,23,0.71
74140,SAINT-CERGUES,2,23,0.8
39100,FOUCHERANS,2,23,0.66
77590,BOIS-LE-ROI,2,23,0.77
30230,BOUILLARGUES,3,23,0.61
67117,ITTENHEIM,1,23,0.57
43140,SAINT-DIDIER-EN-VELAY,2,23,0.63
25290,ORNANS,3,23,0.76
34160,BOISSERON,1,23,0.78
26150,DIE,3,23,0.68
31660,BESSIČRES,1,23,0.65
29217,LE CONQUET,1,23,0.74
91280,SAINT-PIERRE-DU-PERRAY,2,23,0.58
25160,VAUX-ET-CHANTEGRUE,1,23,0.78
77135,PONTCARRÉ,2,23,0.63
26700,PIERRELATTE,2,23,0.68
57430,SARRALBE,2,23,0.77
77124,CHAUCONIN-NEUFMONTIERS,1,23,0.7
36200,ARGENTON-SUR-CREUSE,1,23,0.87
20215,VESCOVATO,1,22,0.86
38540,SAINT-JUST-CHALEYSSIN,1,22,0.64
74540,VIUZ-LA-CHIÉSAZ,1,22,0.73
67360,LANGENSOULTZBACH,2,22,0.77
38113,VEUREY-VOROIZE,1,22,0.5
90140,BOUROGNE,2,22,0.71
73200,GRIGNON,2,22,0.65
67240,OBERHOFFEN-SUR-MODER,3,22,0.75
31620,FRONTON,2,22,0.55
68570,OSENBACH,1,22,0.55
38660,LUMBIN,1,22,0.86
60550,VERNEUIL-EN-HALATTE,1,22,0.73
60290,LAIGNEVILLE,1,22,0.5
91530,SAINT-CHÉRON,2,22,0.77
17320,MARENNES-HIERS-BROUAGE,2,22,0.74
20270,ALÉRIA,1,22,0.82
95000,NEUVILLE-SUR-OISE,2,22,0.7
83330,ÉVENOS,2,22,0.84
76550,HAUTOT-SUR-MER,2,22,0.68
66760,LATOUR-DE-CAROL,2,22,0.59
67790,STEINBOURG,2,22,0.86
73460,SAINT-VITAL,1,22,0.86
73420,VOGLANS,1,22,0.55
83550,VIDAUBAN,2,22,0.81
26130,SAINT-PAUL-TROIS-CHÂTEAUX,3,22,0.77
91400,SACLAY,1,22,0.55
52300,JOINVILLE,1,22,0.59
5600,CEILLAC,1,22,0.59
54980,BATILLY,1,22,0.55
35830,BETTON,2,22,0.68
31850,MONTRABÉ,1,22,0.77
58600,FOURCHAMBAULT,1,22,0.55
83630,RÉGUSSE,1,22,0.77
71000,SANCÉ,1,22,0.86
76330,PORT-JÉRÔME-SUR-SEINE,1,22,0.5
58320,POUGUES-LES-EAUX,1,22,0.55
63600,AMBERT,3,22,0.74
78640,NEAUPHLE-LE-CHÂTEAU,2,22,0.74
33370,FARGUES-SAINT-HILAIRE,2,22,0.74
77630,BARBIZON,2,21,0.71
68700,STEINBACH,3,21,0.85
56680,PLOUHINEC,1,21,0.86
97180,SAINTE-ANNE,1,21,0.67
74740,SIXT-FER-Ŕ-CHEVAL,2,21,0.69
44760,LA BERNERIE-EN-RETZ,3,21,0.74
78112,SAINT-GERMAIN-EN-LAYE,1,21,0.62
77230,MOUSSY-LE-VIEUX,3,21,0.67
26600,PONT-DE-L'ISČRE,1,21,0.86
91310,LONGPONT-SUR-ORGE,3,21,0.78
84350,COURTHÉZON,3,21,0.86
54210,SAINT-NICOLAS-DE-PORT,2,21,0.52
68500,ISSENHEIM,1,21,0.86
31330,GRENADE,2,21,0.75
69400,ANSE,2,21,0.71
69290,SAINT-GENIS-LES-OLLIČRES,3,21,0.86
50230,AGON-COUTAINVILLE,1,21,0.71
32100,CONDOM,2,21,0.67
89150,SAINT-VALÉRIEN,1,21,0.62
67530,OTTROTT,2,21,0.86
59960,NEUVILLE-EN-FERRAIN,1,21,0.76
76270,NEUFCHÂTEL-EN-BRAY,2,21,0.78
67670,MOMMENHEIM,2,21,0.71
38270,BEAUREPAIRE,2,21,0.58
44119,GRANDCHAMP-DES-FONTAINES,1,21,0.86
4400,SAINT-PONS,3,21,0.72
74570,FILLIČRE,2,21,0.65
44470,MAUVES-SUR-LOIRE,1,21,0.52
86170,NEUVILLE-DE-POITOU,1,21,0.67
74430,LE BIOT,2,21,0.74
69760,LIMONEST,2,21,0.68
14400,SAINT-VIGOR-LE-GRAND,1,21,0.67
84500,BOLLČNE,2,21,0.74
67207,NIEDERHAUSBERGEN,3,21,0.63
69380,CIVRIEUX-D'AZERGUES,1,20,0.55
54430,RÉHON,1,20,0.6
28250,SENONCHES,1,20,0.9
74160,VERS,1,20,0.8
89400,MIGENNES,1,20,0.5
64250,ITXASSOU,1,20,0.7
69400,PORTE DES PIERRES DORÉES,2,20,0.85
28410,SAINT-LUBIN-DE-LA-HAYE,2,20,0.77
38330,SAINT-ISMIER,2,20,0.77
31250,REVEL,1,20,0.65
74110,ESSERT-ROMAND,3,20,0.79
31140,SAINT-ALBAN,2,20,0.76
69240,THIZY-LES-BOURGS,2,20,0.65
68160,SAINTE-MARIE-AUX-MINES,1,20,0.5
68440,SCHLIERBACH,1,20,0.55
83720,TRANS-EN-PROVENCE,1,20,0.6
54110,VARANGÉVILLE,2,20,0.55
74380,NANGY,1,20,0.55
33210,TOULENNE,1,20,0.6
44430,LE LOROUX-BOTTEREAU,2,20,0.81
33450,SAINT-SULPICE-ET-CAMEYRAC,1,20,0.55
69610,SAINT-GENIS-L'ARGENTIČRE,1,20,0.6
76220,GOURNAY-EN-BRAY,3,20,0.66
25160,LES GRANGETTES,1,20,0.6
76660,LONDINIČRES,1,20,0.5
20128,ALBITRECCIA,1,20,0.7
67116,REICHSTETT,3,20,0.75
66800,ESTAVAR,3,20,0.75
56290,PORT-LOUIS,3,20,0.66
21140,SEMUR-EN-AUXOIS,1,20,0.6
7340,ANDANCE,1,20,0.6
79300,BRESSUIRE,1,20,0.5
37800,SAINTE-MAURE-DE-TOURAINE,4,20,0.6
71270,PIERRE-DE-BRESSE,2,20,0.77
78930,GUERVILLE,1,20,0.85
67170,GEUDERTHEIM,1,20,0.85
37360,NEUILLÉ-PONT-PIERRE,1,20,0.55
29150,CHÂTEAULIN,1,20,0.9
73200,MERCURY,1,20,0.75
91590,BOISSY-LE-CUTTÉ,3,20,0.66
29730,GUILVINEC,3,20,0.8
67260,SARRE-UNION,1,20,0.9
97470,SAINT-BENOÎT,1,20,0.8
77470,TRILPORT,1,20,0.9
38780,EYZIN-PINET,2,20,0.67
38540,VALENCIN,1,20,0.6
94520,PÉRIGNY,3,20,0.6
68660,ROMBACH-LE-FRANC,2,20,0.75
77515,POMMEUSE,1,20,0.85
69004,LYON,1,20,0.75
60700,PONT-SAINTE-MAXENCE,2,20,0.75
59520,MARQUETTE-LEZ-LILLE,1,20,0.55
34410,SÉRIGNAN,1,20,0.8
77610,NEUFMOUTIERS-EN-BRIE,2,20,0.73
59390,LYS-LEZ-LANNOY,3,20,0.76
25310,PIERREFONTAINE-LČS-BLAMONT,1,20,0.8
1280,PRÉVESSIN-MOËNS,1,20,0.6
60620,BETZ,3,19,0.73
60530,NEUILLY-EN-THELLE,3,19,0.68
38550,AUBERIVES-SUR-VARČZE,2,19,0.58
97100,BASSE-TERRE,1,19,0.68
47400,TONNEINS,1,19,0.89
48400,FLORAC TROIS RIVIČRES,2,19,0.77
78940,LA QUEUE-LES-YVELINES,3,19,0.73
73140,SAINT-MICHEL-DE-MAURIENNE,2,19,0.67
28310,TOURY,2,19,0.68
69380,MARCILLY-D'AZERGUES,1,19,0.53
1400,CHÂTILLON-SUR-CHALARONNE,1,19,0.53
38320,BRIÉ-ET-ANGONNES,1,19,0.74
57390,AUDUN-LE-TICHE,2,19,0.76
59230,SAINT-AMAND-LES-EAUX,1,19,0.63
43330,PONT-SALOMON,2,19,0.73
90400,DANJOUTIN,3,19,0.77
67730,CHÂTENOIS,2,19,0.68
1630,SAINT-GENIS-POUILLY,1,19,0.74
57890,PORCELETTE,2,19,0.63
66800,ERR,1,19,0.89
29430,PLOUESCAT,1,19,0.89
49540,TERRANJOU,1,19,0.63
73260,LES AVANCHERS-VALMOREL,1,19,0.63
74570,GROISY,1,19,0.53
91650,SAINT-YON,1,19,0.79
67240,GRIES,2,19,0.76
67230,HERBSHEIM,1,19,0.74
45210,FONTENAY-SUR-LOING,1,19,0.89
54180,HEILLECOURT,2,19,0.65
25240,MOUTHE,3,19,0.64
80800,CORBIE,1,18,0.89
67480,LEUTENHEIM,2,18,0.79
35520,LA MÉZIČRE,1,18,0.72
35310,SAINT-THURIAL,1,18,0.78
67130,SCHIRMECK,1,18,0.89
66600,RIVESALTES,2,18,0.71
44160,BESNÉ,2,18,0.78
26790,TULETTE,1,18,0.89
67210,GOXWILLER,1,18,0.83
38220,LIVET-ET-GAVET,2,18,0.75
25370,LONGEVILLES-MONT-D'OR,2,18,0.67
32550,PAVIE,1,18,0.89
12100,CREISSELS,1,18,0.61
10200,BAR-SUR-AUBE,1,18,0.83
62510,ARQUES,2,18,0.68
56450,THEIX-NOYALO,1,18,0.89
27540,IVRY-LA-BATAILLE,1,18,0.78
33920,SAINT-SAVIN,1,18,0.67
91430,VAUHALLAN,1,18,0.67
67250,SOULTZ-SOUS-FORĘTS,2,18,0.68
67280,URMATT,1,18,0.72
57470,HOMBOURG-HAUT,1,18,0.67
57100,MANOM,3,18,0.68
39150,SAINT-LAURENT-EN-GRANDVAUX,2,18,0.7
11300,LIMOUX,3,18,0.68
30260,CANNES-ET-CLAIRAN,1,18,0.67
77720,CHAMPEAUX,1,18,0.83
77173,CHEVRY-COSSIGNY,2,18,0.68
84160,LOURMARIN,2,18,0.75
84210,ALTHEN-DES-PALUDS,2,18,0.89
67330,BOUXWILLER,2,18,0.68
73220,AITON,1,18,0.83
20137,LECCI,1,18,0.56
78124,MAREIL-SUR-MAULDRE,1,18,0.83
66210,LA CABANASSE,2,18,0.68
68420,HERRLISHEIM-PRČS-COLMAR,1,18,0.72
42450,SURY-LE-COMTAL,1,18,0.61
73470,NOVALAISE,1,18,0.78
54320,MAXÉVILLE,1,18,0.83
5350,MOLINES-EN-QUEYRAS,2,18,0.5
5260,CHABOTTES,2,18,0.72
28630,MORANCEZ,1,18,0.67
38520,LA GARDE,1,18,0.83
74350,MENTHONNEX-EN-BORNES,2,18,0.55
40660,MESSANGES,1,18,0.67
31190,AUTERIVE,1,18,0.72
67600,HILSENHEIM,1,18,0.72
30132,CAISSARGUES,1,18,0.89
69210,SAIN-BEL,2,18,0.6
19150,CORNIL,2,18,0.56
85540,SAINT-BENOIST-SUR-MER,1,18,0.78
37110,CHÂTEAU-RENAULT,1,18,0.78
60950,ERMENONVILLE,2,18,0.75
5320,LA GRAVE,2,17,0.83
64270,SALIES-DE-BÉARN,2,17,0.83
66300,THUIR,2,17,0.59
57270,RICHEMONT,2,17,0.78
26380,PEYRINS,2,17,0.72
27340,PONT-DE-L'ARCHE,1,17,0.59
74700,DOMANCY,2,17,0.82
47190,AIGUILLON,1,17,0.82
13105,MIMET,2,17,0.72
34540,BALARUC-LE-VIEUX,2,17,0.7
25370,LES HÔPITAUX-VIEUX,2,17,0.69
60580,COYE-LA-FORĘT,1,17,0.65
54580,AUBOUÉ,1,17,0.76
38530,CHAPAREILLAN,2,17,0.74
69360,COMMUNAY,1,17,0.82
51450,BÉTHENY,3,17,0.66
31290,VILLEFRANCHE-DE-LAURAGAIS,1,17,0.59
74420,HABČRE-LULLIN,2,17,0.63
69610,SAINTE-FOY-L'ARGENTIČRE,2,17,0.72
26300,CHATUZANGE-LE-GOUBET,1,17,0.76
79140,CERIZAY,1,17,0.59
84260,SARRIANS,2,17,0.78
38370,SAINT-PRIM,1,17,0.71
13490,JOUQUES,1,17,0.82
76450,OURVILLE-EN-CAUX,1,17,0.88
73350,PLANAY,1,17,0.71
90500,BEAUCOURT,3,17,0.69
45510,TIGY,1,17,0.76
73160,SAINT-CASSIN,1,17,0.65
69001,LYON,1,17,0.71
34570,MURVIEL-LČS-MONTPELLIER,1,17,0.76
95450,SAGY,1,17,0.88
59112,ANNŚULLIN,2,17,0.7
95270,LUZARCHES,1,17,0.88
73100,TRÉVIGNIN,1,17,0.59
57770,MOUSSEY,1,17,0.53
78720,SENLISSE,1,17,0.65
14860,AMFREVILLE,1,17,0.65
67630,LAUTERBOURG,2,17,0.64
19360,MALEMORT,2,17,0.61
21160,PERRIGNY-LČS-DIJON,1,17,0.88
21370,VELARS-SUR-OUCHE,1,16,0.75
57350,SPICHEREN,1,16,0.81
62350,SAINT-VENANT,1,16,0.75
57490,L'HÔPITAL,1,16,0.5
62164,AUDRESSELLES,1,16,0.5
26450,CLÉON-D'ANDRAN,1,16,0.81
63430,PONT-DU-CHÂTEAU,3,16,0.81
33830,BELIN-BÉLIET,1,16,0.75
20600,FURIANI,1,16,0.56
97224,DUCOS,1,16,0.62
78126,AULNAY-SUR-MAULDRE,1,16,0.88
32150,CAZAUBON,1,16,0.81
77950,RUBELLES,1,16,0.88
38800,CHAMPAGNIER,2,16,0.78
38850,CHARAVINES,1,16,0.81
38570,LE CHEYLAS,2,16,0.75
60360,CRČVECŚUR-LE-GRAND,1,16,0.69
97231,LE ROBERT,1,16,0.56
12240,RIEUPEYROUX,1,16,0.88
12110,CRANSAC,2,16,0.62
71370,SAINT-GERMAIN-DU-PLAIN,1,16,0.56
29760,PENMARCH,1,16,0.69
67440,REINHARDSMUNSTER,1,16,0.81
81160,SAINT-JUÉRY,2,16,0.57
22200,GUINGAMP,1,16,0.88
67440,MARMOUTIER,2,16,0.88
75116,PARIS,1,16,0.75
37320,ESVRES,1,16,0.81
3150,VARENNES-SUR-ALLIER,1,16,0.75
91530,LE VAL-SAINT-GERMAIN,2,16,0.75
45600,SULLY-SUR-LOIRE,1,16,0.5
73230,LES DÉSERTS,1,16,0.56
68128,ROSENAU,1,16,0.81
67850,OFFENDORF,1,16,0.5
67360,MORSBRONN-LES-BAINS,1,16,0.5
67600,KINTZHEIM,2,16,0.73
61000,SAINT-GERMAIN-DU-CORBÉIS,1,16,0.88
83470,SAINT-MAXIMIN-LA-SAINTE-BAUME,2,16,0.88
35580,GUICHEN,1,16,0.75
74370,ANNECY,1,16,0.75
21120,IS-SUR-TILLE,1,16,0.88
35460,MAEN ROCH,1,16,0.5
80200,PÉRONNE,1,16,0.75
4140,AUZET,1,16,0.62
78250,MÉZY-SUR-SEINE,1,16,0.62
59279,LOON-PLAGE,1,16,0.75
77150,LÉSIGNY,1,16,0.75
69670,VAUGNERAY,1,16,0.88
73700,SÉEZ,1,16,0.62
28160,BROU,1,16,0.5
70170,PORT-SUR-SAÔNE,1,16,0.62
63700,SAINT-ÉLOY-LES-MINES,1,16,0.81
35530,BRÉCÉ,1,16,0.5
70310,FAUCOGNEY-ET-LA-MER,2,16,0.82
40550,LÉON,2,16,0.88
13320,BOUC-BEL-AIR,2,16,0.72
38300,DOMARIN,1,16,0.5
42890,SAIL-SOUS-COUZAN,1,16,0.75
31180,CASTELMAUROU,1,16,0.56
85220,COËX,1,16,0.62
20222,BRANDO,2,16,0.65
20221,CERVIONE,1,16,0.88
74350,ANDILLY,1,16,0.5
53100,MOULAY,2,16,0.62
68600,NEUF-BRISACH,2,15,0.67
68540,BOLLWILLER,1,15,0.8
69440,TALUYERS,1,15,0.73
30196,NICE,1,15,0.67
30540,MILHAUD,1,15,0.87
77590,CHARTRETTES,1,15,0.53
74160,PRÉSILLY,2,15,0.8
7400,LE TEIL,2,15,0.85
25220,THISE,2,15,0.64
67115,PLOBSHEIM,1,15,0.87
35380,PLÉLAN-LE-GRAND,1,15,0.87
35430,SAINT-JOUAN-DES-GUÉRETS,1,15,0.6
64360,MONEIN,2,15,0.65
64120,SAINT-PALAIS,2,15,0.73
38121,REVENTIN-VAUGRIS,1,15,0.67
38112,AUTRANS-MÉAUDRE EN VERCORS,2,15,0.75
84380,MAZAN,1,15,0.6
26160,LE POËT-LAVAL,2,15,0.68
67260,SILTZHEIM,1,15,0.67
31620,CASTELNAU-D'ESTRÉTEFONDS,1,15,0.8
73260,LA LÉCHČRE,2,15,0.75
49750,VAL-DU-LAYON,1,15,0.6
57230,BITCHE,1,15,0.87
34880,LAVÉRUNE,2,15,0.85
43240,SAINT-JUST-MALMONT,2,15,0.53
68290,KIRCHBERG,1,15,0.53
38160,SAINT-ROMANS,1,15,0.53
26600,LA ROCHE-DE-GLUN,1,15,0.87
71870,HURIGNY,2,15,0.69
91940,GOMETZ-LE-CHÂTEL,2,15,0.8
62450,BAPAUME,2,15,0.78
34750,VILLENEUVE-LČS-MAGUELONE,2,15,0.75
42370,RENAISON,1,15,0.87
38380,ENTRE-DEUX-GUIERS,1,15,0.67
78930,AUFFREVILLE-BRASSEUIL,1,15,0.87
22620,PLOUBAZLANEC,1,15,0.87
43500,CRAPONNE-SUR-ARZON,1,15,0.6
60126,LONGUEIL-SAINTE-MARIE,1,15,0.67
38660,PLATEAU-DES-PETITES-ROCHES,1,15,0.87
65240,GÉNOS,1,15,0.8
97212,SAINT-JOSEPH,2,15,0.87
85430,AUBIGNY-LES CLOUZEAUX,1,15,0.73
5600,EYGLIERS,1,15,0.67
68370,ORBEY,2,15,0.61
69360,SIMANDRES,1,15,0.73
7100,ANNONAY,1,15,0.67
90120,MÉZIRÉ,1,14,0.79
74370,CHARVONNEX,1,14,0.64
73420,DRUMETTAZ-CLARAFOND,1,14,0.57
74160,FEIGČRES,1,14,0.57
59242,TEMPLEUVE-EN-PÉVČLE,2,14,0.79
25270,LEVIER,2,14,0.5
83910,POURRIČRES,2,14,0.74
54720,LEXY,1,14,0.5
77140,SAINT-PIERRE-LČS-NEMOURS,1,14,0.5
77170,COUBERT,2,14,0.58
66210,FORMIGUČRES,2,14,0.58
77131,TOUQUIN,2,14,0.71
4250,TURRIERS,1,14,0.71
69430,QUINCIÉ-EN-BEAUJOLAIS,2,14,0.74
30500,SAINT-AMBROIX,1,14,0.71
17480,LE CHÂTEAU-D'OLÉRON,1,14,0.5
69630,CHAPONOST,2,14,0.84
33640,PORTETS,1,14,0.57
26120,CHABEUIL,1,14,0.86
78410,BOUAFLE,1,14,0.71
78450,CHAVENAY,1,14,0.79
14450,GRANDCAMP-MAISY,1,14,0.71
78550,MAULETTE,2,14,0.86
26270,LORIOL-SUR-DRÔME,2,14,0.65
60870,VILLERS-SAINT-PAUL,1,14,0.71
17500,JONZAC,1,14,0.79
30150,ROQUEMAURE,1,14,0.79
35160,TALENSAC,1,14,0.5
31130,PIN-BALMA,1,14,0.86
38250,SAINT-NIZIER-DU-MOUCHEROTTE,1,14,0.57
38190,FROGES,1,14,0.86
5460,ABRIČS-RISTOLAS,1,14,0.5
20232,OLETTA,1,14,0.71
66290,CERBČRE,2,14,0.73
5240,LA SALLE-LES-ALPES,1,14,0.57
25490,DAMPIERRE-LES-BOIS,2,14,0.57
42300,MABLY,1,14,0.86
28800,BONNEVAL,1,14,0.79
53700,VILLAINES-LA-JUHEL,1,14,0.86
40500,SAINT-SEVER,2,14,0.67
25660,MORRE,1,14,0.79
68128,VILLAGE-NEUF,1,14,0.57
11200,FABREZAN,2,14,0.57
12310,LAISSAC-SÉVÉRAC L'ÉGLISE,1,14,0.79
97421,SAINT-LOUIS,1,14,0.86
10110,POLISOT,1,14,0.86
62223,SAINT-LAURENT-BLANGY,2,14,0.84
39130,PONT-DE-POITTE,1,14,0.57
13109,SIMIANE-COLLONGUE,2,14,0.67
68210,DANNEMARIE,2,14,0.85
25150,GOUX-LČS-DAMBELIN,1,14,0.57
38470,SAINT-GERVAIS,1,14,0.86
97315,SINNAMARY,1,14,0.79
25160,MONTPERREUX,1,14,0.79
57160,MOULINS-LČS-METZ,2,14,0.67
84370,BÉDARRIDES,2,14,0.68
89300,JOIGNY,1,14,0.5
74200,ANTHY-SUR-LÉMAN,1,14,0.86
91160,BALLAINVILLIERS,2,14,0.62
74950,LE REPOSOIR,1,14,0.71
27170,BEAUMONT-LE-ROGER,1,14,0.79
64240,HASPARREN,2,13,0.76
64210,AHETZE,1,13,0.77
25520,GOUX-LES-USIERS,1,13,0.62
19200,USSEL,1,13,0.54
74440,VERCHAIX,1,13,0.69
45130,MEUNG-SUR-LOIRE,2,13,0.77
82600,VERDUN-SUR-GARONNE,2,13,0.76
67200,SCHILTIGHEIM,1,13,0.85
33930,VENDAYS-MONTALIVET,2,13,0.84
84420,PIOLENC,2,13,0.76
74350,ALLONZIER-LA-CAILLE,1,13,0.77
95840,VILLIERS-ADAM,1,13,0.62
73500,SAINT-ANDRÉ,1,13,0.69
97133,NON CONNU,1,13,0.85
69510,THURINS,1,13,0.62
65510,LOUDENVIELLE,1,13,0.85
42410,PÉLUSSIN,2,13,0.69
14220,THURY-HARCOURT-LE-HOM,1,13,0.77
66350,TOULOUGES,2,13,0.69
59830,CYSOING,2,13,0.68
95570,MOISSELLES,1,13,0.62
1320,CHALAMONT,1,13,0.62
34400,ENTRE-VIGNES,1,13,0.85
34370,MARAUSSAN,2,13,0.68
21630,POMMARD,1,13,0.54
91640,BRIIS-SOUS-FORGES,2,13,0.85
14710,VIERVILLE-SUR-MER,1,13,0.54
77820,LE CHÂTELET-EN-BRIE,1,13,0.54
59430,DUNKERQUE,1,13,0.85
10150,PONT-SAINTE-MARIE,2,13,0.61
12330,MARCILLAC-VALLON,2,13,0.71
11130,SIGEAN,1,13,0.85
74800,ARENTHON,1,13,0.77
43170,SAUGUES,1,13,0.62
38380,SAINT-PIERRE-DE-CHARTREUSE,1,13,0.62
57680,GORZE,1,13,0.77
38280,VILLETTE-D'ANTHON,1,13,0.69
35440,MONTREUIL-SUR-ILLE,2,13,0.7
17920,BREUILLET,1,13,0.69
83920,LA MOTTE,2,13,0.54
74270,CLARAFOND-ARCINE,1,13,0.62
13820,ENSUČS-LA-REDONNE,1,13,0.62
26330,CHÂTEAUNEUF-DE-GALAURE,1,13,0.85
56680,GÂVRES,1,13,0.69
68320,PORTE DU RIED,1,13,0.85
71530,VIREY-LE-GRAND,1,13,0.69
22220,TRÉGUIER,1,13,0.62
91150,MORIGNY-CHAMPIGNY,1,12,0.5
49610,MŰRS-ERIGNÉ,1,12,0.67
56340,PLOUHARNEL,1,12,0.83
14111,LOUVIGNY,1,12,0.58
77166,GRISY-SUISNES,1,12,0.5
76770,LE HOULME,1,12,0.75
41350,VINEUIL,1,12,0.75
77177,BROU-SUR-CHANTEREINE,1,12,0.58
68220,BUSCHWILLER,1,12,0.75
13450,GRANS,1,12,0.67
13540,AIX-EN-PROVENCE,1,12,0.67
1290,LAIZ,1,12,0.5
68620,BITSCHWILLER-LČS-THANN,2,12,0.75
39400,PRÉMANON,1,12,0.5
42720,POUILLY-SOUS-CHARLIEU,1,12,0.83
30250,AUBAIS,1,12,0.75
38590,SAINT-ÉTIENNE-DE-SAINT-GEOIRS,1,12,0.67
10440,LA RIVIČRE-DE-CORPS,1,12,0.75
68530,BUHL,1,12,0.83
84340,MALAUCČNE,2,12,0.73
1410,CHAMPFROMIER,1,12,0.83
76450,CANY-BARVILLE,1,12,0.67
73410,SAINT-OURS,1,12,0.83
74420,SAXEL,1,12,0.83
29370,ELLIANT,1,12,0.58
64700,BIRIATOU,1,12,0.67
49770,LONGUENÉE-EN-ANJOU,1,12,0.58
17690,ANGOULINS,1,12,0.83
84830,SÉRIGNAN-DU-COMTAT,1,12,0.83
86160,GENÇAY,1,12,0.75
85630,BARBÂTRE,2,12,0.73
51350,CORMONTREUIL,2,12,0.83
73520,SAINT-BÉRON,1,12,0.67
31380,GARIDECH,1,12,0.75
88200,SAINT-ÉTIENNE-LČS-REMIREMONT,2,12,0.73
74540,CHAINAZ-LES-FRASSES,1,12,0.67
7150,VALLON-PONT-D'ARC,1,12,0.5
18400,SAINT-FLORENT-SUR-CHER,1,12,0.75
27750,LA COUTURE-BOUSSEY,1,12,0.58
91400,GOMETZ-LA-VILLE,1,12,0.58
74500,SAINT-PAUL-EN-CHABLAIS,1,12,0.67
91250,SAINTRY-SUR-SEINE,2,12,0.66
74560,MONNETIER-MORNEX,1,12,0.67
46090,TRESPOUX-RASSIELS,1,12,0.67
48500,LA CANOURGUE,1,12,0.83
33410,CADILLAC-SUR-GARONNE,1,12,0.67
31700,MONDONVILLE,1,12,0.75
49125,TIERCÉ,1,12,0.67
49160,LONGUÉ-JUMELLES,1,12,0.83
44840,LES SORINIČRES,2,12,0.69
91140,VILLEJUST,2,12,0.73
21550,LADOIX-SERRIGNY,1,12,0.58
30129,REDESSAN,1,12,0.5
71570,LA CHAPELLE-DE-GUINCHAY,1,12,0.58
29810,PLOUARZEL,1,12,0.83
26300,CHÂTEAUNEUF-SUR-ISČRE,1,12,0.5
68290,MASEVAUX-NIEDERBRUCK,2,12,0.58
22750,SAINT-JACUT-DE-LA-MER,2,12,0.75
22560,TRÉBEURDEN,1,12,0.67
1480,BEAUREGARD,1,12,0.58
70150,MARNAY,1,12,0.75
69690,BRULLIOLES,1,12,0.83
69530,ORLIÉNAS,2,12,0.67
24200,SARLAT-LA-CANÉDA,2,12,0.59
14520,PORT-EN-BESSIN-HUPPAIN,1,12,0.5
31140,PECHBONNIEU,1,12,0.67
43290,MONTFAUCON-EN-VELAY,1,12,0.83
78920,ECQUEVILLY,1,12,0.83
67930,BEINHEIM,2,12,0.58
71100,LUX,1,12,0.67
71260,SAINT-ALBAIN,1,12,0.5
25770,SERRE-LES-SAPINS,2,12,0.76
57570,HAGEN,1,12,0.83
77610,FONTENAY-TRÉSIGNY,2,12,0.58
68790,MORSCHWILLER-LE-BAS,1,12,0.83
33550,PAILLET,1,12,0.83
44550,MONTOIR-DE-BRETAGNE,1,12,0.75
43000,AIGUILHE,1,12,0.75
91730,CHAMARANDE,1,12,0.83
62160,AIX-NOULETTE,1,12,0.83
59710,PONT-Ŕ-MARCQ,1,12,0.83
12400,SAINT-AFFRIQUE,1,12,0.5
12210,SOULAGES-BONNEVAL,1,12,0.75
58640,VARENNES-VAUZELLES,2,12,0.5
68850,STAFFELFELDEN,1,12,0.75
68740,FESSENHEIM,1,12,0.75
5500,SAINT-BONNET-EN-CHAMPSAUR,1,12,0.58
41500,MER,1,12,0.5
