code_postal,ville,adresse,lat,long,lots_habitation,score_immeuble
78150,Le Chesnay,2 av charles de gaulle 78150 Le Chesnay,48.829439,2.115971,7527,0.83
78250,Meulan-en-Yvelines,22 all de la claire fontaine 78250 Meulan-en-Yvelines,49.01138,1.915183,2000,0.57
78170,La Celle-Saint-Cloud,18 Avenue de la Jonchere 78170 La Celle-Saint-Cloud,48.859322,2.147951,1481,0.82
76600,Le Havre,12 r frederick lemaitre 76600 Le Havre,49.489789,0.098315,1072,0.88
34080,Montpellier,949 av du professeur louis ravas 34080 Montpellier,43.620641,3.845386,918,0.75
69100,VILLEURBANNE,"r du 1er mars 1943, 69100 Villeurbanne",45.763288,4.891044,864,0.71
78370,Plaisir,Rue des Ebisoires 78370 Plaisir,48.828957,1.950512,854,0.87
34090,Montpellier,250 rte de mende 34090 Montpellier,43.624512,3.873658,853,0.89
92160,Antony,24 Avenue Raymond Aron 92160 Antony,48.770581,2.312343,804,0.56
31200,Toulouse,31 av de mazades 31200 Toulouse,43.623309,1.441719,789,0.5
78480,Verneuil-sur-Seine,1 Allée de la Garenne 78480 Verneuil-sur-Seine,48.983876,1.966825,775,0.82
13008,Marseille,122 r du commandant rolland 13008 Marseille,43.269221,5.380493,775,0.86
78210,Saint-Cyr-l'École,1 r robert desnos 78210 Saint-Cyr-l'École,48.808186,2.058311,763,0.56
75014,Paris,4 r du commandant rene mouchotte 75014 Paris,48.839987,2.321579,749,0.7
13015,MARSEILLE 15,QUARTIER LA DELORME 13015 MARSEILLE,43.346592,5.374394,732,0.73
75016,PARIS,15 bd de montmorency 75016 PARIS,48.854631,2.263593,719,0.76
94700,MAISONS ALFORT,DOMAINE DE CHATEAU GAILLARD 94700 MAISONS ALFORT,48.813932,2.436259,705,0.73
94600,Choisy-le-Roi,4-6 av anatole france 94600 Choisy-le-Roi,48.765076,2.409485,697,0.61
33700,MERIGNAC,RUE DES CEPAGES 33700,44.851835,-0.653071,693,0.73
14640,VILLERS SUR MER,321 Rue des Martrois 14640 Villers-sur-Mer,49.328045,0.00928,680,0.9
92130,Issy les Moulineaux,10 rue Claude Matrat 92130 Issy les Moulineaux,48.828907,2.285463,624,0.87
75016,Paris,14 Rue des Sablons 75016 Paris,48.866029,2.283607,612,0.54
13400,Aubagne,195 av du 19 mars 1962 13400 Aubagne,43.288441,5.571047,603,0.83
33700,MERIGNAC,4 Rue Marc Chagall 33700 Mérignac,44.839114,-0.648614,592,0.62
92100,BOULOGNE BILLANCOURT,143-149 r de silly 92100 BOULOGNE BILLANCOURT,48.833064,2.233609,570,0.69
33130,Bègles,43Ar ferdinand buisson 33130 Bègles,44.803876,-0.558356,570,0.54
44700,ORVAULT,95 r de la patouillerie 44700 ORVAULT,47.246153,-1.579778,560,0.86
92100,Boulogne-Billancourt,72 Rue Denfert-Rochereau 92100 Boulogne-Billancourt,48.842308,2.246627,547,0.61
57050,Metz,140 av des 2 fontaines 57050 Metz,49.147207,6.171507,539,0.56
59170,non connu,RUE ISAAC HOLDEN CROTHERS 59170 CROIX,50.6694400131932,3.15016337055717,533,0.85
95600,EAUBONNE,66 Avenue de Paris 95600 Eaubonne,48.991236,2.287978,530,0.87
73000,Jacob-Bellecombette,2 r edouard pailleron 73000 Jacob-Bellecombette,45.556806,5.904052,528,0.73
14640,VILLERS SUR MER,"av des gabions, 14640 Villers-sur-Mer",49.323884,0.011072,520,0.83
54000,NANCY,49 Rue de Laxou 54000 Nancy,48.685119,6.16,514,0.85
13090,AIX EN PROVENCE,31 Avenue de l'Europe 13090 Aix-en-Provence,43.524065,5.432352,507,0.75
92110,Clichy,9/19 r pierre beregovoy 92110 Clichy,48.903067,2.297212,504,0.88
75020,PARIS,2 Rue Ernest Lefèvre 75020 Paris,48.868564,2.403758,502,0.58
14390,CABOURG,"av de la divette, 14390 Cabourg",49.283313,-0.12231,498,0.88
38100,Grenoble,2 av rhin et danube 38100 Grenoble,45.179498,5.70497,495,0.82
93160,NOISY LE GRAND,"Alleé du cormier, rue charles pranard, rue albert laurençon, Allée MAurice Fremineur, Ave Lucien Loyauté 93160 Noisy le grand",48.847618,2.573833,483,0.74
59800,non connu,AVENUE DE MORMAL 59800 LILLE,50.6517238275299,3.08625716821886,482,0.87
92800,Puteaux,9 jard boieldieu 92800 Puteaux,48.88798,2.239144,479,0.83
31520,RAMONVILLE ST AGNE,5 Avenue d’Occitanie 31520 Ramonville-Saint-Agne,43.545863,1.478808,477,0.88
95130,FRANCONVILLE,9 Rue des Closeaux 95130 Franconville,48.987108,2.228038,469,0.9
91380,CHILLY MAZARIN,7 av du roussillon 91380 CHILLY MAZARIN,48.6912,2.312273,468,0.61
83990,Saint-Tropez,41 av general leclerc 83990 Saint-Tropez,43.26821,6.633231,455,0.62
75016,PARIS,144 Boulevard Suchet 75016 Paris,48.848841,2.259102,454,0.52
74430,Saint-Jean-d'Aulps,168 rte de la telecabine 74430 Saint-Jean-d'Aulps,46.226026,6.643051,445,0.69
75018,Paris,136 Rue Championnet 75018 Paris,48.895319,2.337268,445,0.76
42390,Villars,la Feuilletière 42390 Villars,45.468689,4.36243,438,0.61
75011,PARIS,79 Boulevard Richard Lenoir 75011 PARIS,48.861134,2.372133,437,0.76
95520,Osny,Val de la Raviniere 95520 Osny,49.059114,2.066031,430,0.78
38180,Seyssins,45 av louis armand 38180 Seyssins,45.16618,5.694272,429,0.51
14640,Villers-sur-Mer,3 rte de dives 14640 Villers-sur-Mer,49.318351,-0.007413,429,0.77
6270,VILLENEUVE LOUBET,"marina baie des anges, 06270 Villeneuve-Loubet",43.635166,7.135929,428,0.66
93500,Pantin,22 av anatole france 93500 Pantin,48.894094,2.424774,425,0.56
78170,LA CELLE Saint Cloud,43 av de la jonchere 78170 LA CELLE Saint Cloud,48.859306,2.149596,413,0.72
13008,Marseille,120 r du commandant rolland 13008 Marseille,43.269526,5.381294,411,0.66
69800,Saint-Priest,22 r juliette recamier 69800 Saint-Priest,45.696329,4.933685,410,0.8
91380,Chilly-Mazarin,36 av mazarin 91380 Chilly-Mazarin,48.705454,2.314732,410,0.79
34300,Agde,1 av des sergents 34300 Agde,43.281194,3.514926,406,0.5
94200,IVRY SUR SEINE,9 RUE TRUILLOT 94200 IVRY SUR SEINE,48.810917,2.391243,403,0.65
33300,BORDEAUX,"qu de bacalan, 33300 Bordeaux",44.862214,-0.552795,402,0.82
37000,TOURS,38 PLACE RABELAIS 37000 TOURS,47.384377,0.676578,401,0.62
83240,CAVALAIRE SUR MER,"1 zac de frais vallon, 83240 Cavalaire-sur-Mer",43.188769,6.523357,400,0.8
14000,Caen,1 res l'oree d'hastings 14000 Caen,49.188976,-0.384314,396,0.85
92300,Levallois-Perret,4bis Rue Paul Vaillant-couturier 92300 Levallois-Perret,48.894002,2.278848,396,0.7
30240,LE GRAU DU ROI,"rte des marines, 30240 Le Grau-du-Roi",43.511546,4.132762,395,0.88
34300,Agde,2 r du tresor royal 34300 Agde,43.283854,3.503445,393,0.51
75015,Paris,15 Rue Lakanal 75015 Paris,48.844169,2.294916,392,0.58
75014,PARIS,95 Avenue du Général Leclerc 75014 Paris,48.826284,2.326708,391,0.73
38100,Grenoble,34 av la bruyere 38100 Grenoble,45.166668,5.732936,388,0.87
87100,LIMOGES,98 avenue Emile Labussière 87100 Limoges,45.844538,1.250711,384,0.67
94220,Charenton-le-Pont,28 Rue Gabriel Péri 94220 Charenton-le-Pont,48.819843,2.419466,382,0.57
92100,Boulogne-Billancourt,127 av jean-baptiste clement 92100 Boulogne-Billancourt,48.842411,2.231746,381,0.59
93300,Aubervilliers,4 r des cites 93300 Aubervilliers,48.90205,2.385688,375,0.81
30240,LE GRAU DU ROI,1 AV LE CENTURION 30240 LE GRAU DU ROI,43.5211,4.129959,375,0.69
44400,Rezé,28 av rene guy cadou 44400 Rezé,47.181836,-1.558614,374,0.61
33390,Blaye,41 cite du general patton 33390 Blaye,45.12737,-0.655928,373,0.8
92800,PUTEAUX,23 r louis pouey 92800 PUTEAUX,48.887717,2.236989,371,0.8
94480,Ablon-sur-Seine,8 all de l'orangerie 94480 Ablon-sur-Seine,48.722959,2.411542,370,0.6
69003,LYON,27 av lacassagne 69003 LYON,45.754815,4.866224,369,0.73
38800,LE PONT DE CLAIX,BOIS JOLI GENERAL ROUX 38800 LE PONT DE CLAIX,45.136433,5.700129,369,0.89
78480,Verneuil-sur-Seine,5 all des oiseaux 78480 Verneuil-sur-Seine,48.983233,1.970285,367,0.58
14390,CABOURG,32 Avenue Charles de Gaulle 14390 Cabourg,49.28702,-0.128958,366,0.77
38130,ECHIROLLES,4 all du morvan 38130 ECHIROLLES,45.156922,5.721126,361,0.82
77500,Chelles,27 r gambetta 77500 Chelles,48.879216,2.592839,360,0.74
10120,Saint-André-les-Vergers,15 r charles dernuet 10120 Saint-André-les-Vergers,48.288137,4.065126,358,0.5
94240,L HAY LES ROSES,5 Rue Henri Thirard 94240 L'Haÿ-les-Roses,48.77871,2.340024,357,0.79
91120,PALAISEAU,1 res de la vallee 91120 PALAISEAU,48.722659,2.239188,355,0.57
74450,LE GRAND BORNAND,CHINAILLON 74450 GRAND BORNAND,45.973947,6.454049,350,0.54
78170,La Celle-Saint-Cloud,56 av de verdun 78170 La Celle-Saint-Cloud,48.83533,2.130736,348,0.53
86000,Poitiers,18 bd jeanne d'arc 86000 Poitiers,46.588569,0.340115,346,0.68
83310,COGOLIN,"font mourier, 83310 Cogolin",43.258697,6.569043,344,0.77
66140,Canet-en-Roussillon,3 av des terrasses du levant 66140 Canet-en-Roussillon,42.678245,3.032642,343,0.71
78380,Bougival,23 r claude monet 78380 Bougival,48.856254,2.127934,340,0.61
86000,Poitiers,10 r du pontreau 86000 Poitiers,46.567992,0.355517,337,0.78
75013,Paris,16 r de la glaciere 75013 Paris,48.836585,2.345166,330,0.64
75015,paris,21qu andre citroen 75015 paris,48.847933,2.280453,329,0.72
37200,Tours,8 av de l'alouette 37200 Tours,47.361171,0.696959,327,0.55
92800,Puteaux,1 pl du sud 92800 Puteaux,48.888082,2.241744,325,0.66
37200,Tours,5 av de l'alouette 37200 Tours,47.360457,0.697169,322,0.56
13012,MARSEILLE,92bd de la comtesse 13012 MARSEILLE,43.317717,5.447753,322,0.5
69007,LYON,304 Rue Garibaldi 69007 Lyon,45.751067,4.853444,322,0.82
13005,MARSEILLE 05,38/40/42 BD JEANNE D'ARC 13005 MARSEILLE,43.29263,5.404573,320,0.71
66420,Le Barcarès,1 Avenue de la Grande Plage 66420 Le Barcarès,42.83308,3.03965,318,0.57
78330,FONTENAY LE FLEURY,1 Rue Emmanuel Chabrier 78330 Fontenay-le-Fleury,48.811509,2.050018,317,0.73
33700,MERIGNAC,4 Rue Pierre Bonnard 33700 Mérignac,44.840112,-0.6501,317,0.77
21000,Dijon,46 qu nicolas rolin 21000 Dijon,47.317437,5.022956,316,0.77
75017,PARIS,1 Rue Aumont-Thiéville 75017 Paris,48.883598,2.289046,316,0.72
34300,Agde,7 r de la toison d'or 34300 Agde,43.277573,3.51016,316,0.79
20220,L'Île-Rousse,Route de Calvi 20220 L'Île-Rousse,42.629623,8.930975,315,0.77
20134,L ILE ROUSSE,"rte de calvi, 20134 L'Île-Rousse",42.632654,8.935485,315,0.77
75013,PARIS,20 avenue d'Ivry 75013 PARIS,48.822801,2.367113,315,0.84
74140,DOUVAINE,17 av du bas chablais 74140 DOUVAINE,46.307408,6.302868,315,0.66
66420,LE BARCARES,"av de la grande plage, 66420 Le Barcarès",42.835201,3.041055,314,0.68
75014,PARIS,21 Rue Sarrette 75014 Paris,48.826723,2.330457,314,0.65
21000,DIJON,52 Rue de Jouvence 21000 Dijon,47.332423,5.038787,314,0.64
75008,Paris,16 av montaigne 75008 Paris,48.865877,2.304583,313,0.5
44700,Orvault,Route de Rennes 44700 Orvault,47.254,-1.578203,313,0.81
13009,Marseille,37A bd des oceans 13009 Marseille,43.240603,5.401124,312,0.62
11430,GRUISSAN,"r du prao, 11430 Gruissan",43.131211,3.131376,311,0.82
63100,Clermont-Ferrand,43b rue du Clos Four 63100 Clermont-Ferrand,45.788422,3.102633,310,0.55
92350,Le Plessis-Robinson,1 r bagno a ripoli 92350 Le Plessis-Robinson,48.782478,2.277069,307,0.75
30240,LE GRAU DU ROI,"av du palais de la mer, 30240 Le Grau-du-Roi",43.52668,4.143825,307,0.78
54000,Nancy,6 res le trident 54000 Nancy,48.686939,6.181437,307,0.72
31520,Ramonville-Saint-Agne,3 r louis braille 31520 Ramonville-Saint-Agne,43.536029,1.479769,305,0.55
29900,CONCARNEAU,19 r esprit jourdain 29900 CONCARNEAU,47.871096,-3.923237,305,0.55
14360,Trouville-sur-Mer,1 av pierre cassagnavere 14360 Trouville-sur-Mer,49.370412,0.086386,304,0.71
91000,Évry-Courcouronnes,2 pl lavoisier 91000 Évry-Courcouronnes,48.625148,2.449264,304,0.53
72000,Le Mans,1 all jean dolige 72000 Le Mans,47.996355,0.199078,304,0.64
92100,BOULOGNE BILLANCOURT,92100 Boulogne-Billancourt,48.831381,2.247932,303,0.71
34280,LA GRANDE MOTTE,"467 Allée de la plage, 34280 LA GRANDE MOTTE",43.556861,4.096694,302,0.7
64722,URRUGNE,LES HAUTS DE KALITXO LIEU DIT POUTILLENIA RUE DE SOCOA 64722 URRUGNE,43.385434,-1.694116,301,0.68
30660,Gallargues-le-Montueux,Route des Plages 30660 Gallargues-le-Montueux,43.706967,4.190345,300,0.87
69130,ECULLY,8 che louis chirpaz 69130 ECULLY,45.778421,4.785163,300,0.86
14390,CABOURG,"av de la bizontine, 14390 Cabourg",49.289159,-0.138512,298,0.66
34070,Montpellier,779 r de saint-hilaire 34070 Montpellier,43.590938,3.890792,296,0.64
92190,MEUDON,8 r du bel air 92190 MEUDON,48.81317,2.227479,296,0.53
66650,Banyuls-sur-Mer,114 r convention nationale 66650 Banyuls-sur-Mer,42.484105,3.128017,295,0.57
25000,BESANCON,4 rue docteur schweitzer 25000 Besançon,47.256738,6.043988,295,0.59
60200,non connu,"75 Rue Carnot 76 ter, rue Saint Lazare 21 à 21 quater, rue des Réservoirs 60200 COMPIEGNE",49.4092050411432,2.8321643895093,293,0.89
33100,BORDEAUX,"qu de brazza, 33100 Bordeaux",44.853542,-0.548611,293,0.57
80000,AMIENS,28 Boulevard du Port 80000 Amiens,49.898101,2.291625,292,0.53
83400,HYERES,11 av mediterranee 83400 HYERES,43.0799,6.154103,292,0.7
97400,Saint-Denis,12 r nantier didiee 97400 Saint-Denis,-20.898477,55.479166,291,0.82
91300,MASSY,103 Rue du 8 Mai 1945 91300 Massy,48.728999,2.275204,291,0.85
13009,Marseille,2 bd des alisiers 13009 Marseille,43.258201,5.416247,290,0.64
13013,MARSEILLE 13,"av beau plan, 13013 Marseille",43.31657,5.41298,290,0.7
75015,Paris,27r robert de flers 75015 Paris,48.848892,2.283363,289,0.66
83240,Cavalaire-sur-Mer,129 r de la fontaine 83240 Cavalaire-sur-Mer,43.167643,6.534161,289,0.87
62520,LE TOUQUET PARIS PLAGE,1 Place de l'Hermitage 62520 Le Touquet-Paris-Plage,50.520209,1.59395,288,0.69
13400,Aubagne,170 av pierre brossolette 13400 Aubagne,43.286851,5.553349,288,0.55
92350,Le Plessis-Robinson,1 r de la chaumiere 92350 Le Plessis-Robinson,48.782513,2.253901,288,0.89
11430,GRUISSAN,"qu de la capitainerie, 11430 Gruissan",43.106548,3.097294,288,0.74
62520,non connu,AVENUE LOUISON BOBET 62520 LE TOUQUET PARIS PLAGE,50.5151761892822,1.57947861473694,287,0.54
13011,Marseille,112 Avenue william booth 13011 Marseille,43.295691,5.446732,287,0.69
75020,Paris,39 r saint-fargeau 75020 Paris,48.871768,2.403207,285,0.79
78570,non connu,ALLEE JEAN BAPTISTE CLEMENT 78570 ANDRESY,48.989637,2.057272,285,0.8
35000,Rennes,6 r robert d'arbrissel 35000 Rennes,48.128216,-1.688914,284,0.54
95330,Domont,16 r de la chancellerie 95330 Domont,49.021864,2.325451,284,0.57
56640,ARZON,RUE DE L OCEAN 56640 ARZON,47.5357504136465,-2.87795944505487,284,0.75
93150,Le Blanc-Mesnil,16A av de la division leclerc 93150 Le Blanc-Mesnil,48.944092,2.464446,284,0.75
78430,LOUVECIENNES,10 all de la charbonniere 78430 LOUVECIENNES,48.862375,2.126383,282,0.89
80090,Amiens,3 r du vicomte de bragelonne 80090 Amiens,49.87259,2.30472,282,0.52
93400,Saint-Ouen,91 av gabriel peri 93400 Saint-Ouen,48.904449,2.331353,282,0.73
25000,BESANCON,1 place maréchal leclerc 25000 Besançon,47.242357,6.014374,281,0.63
44300,Nantes,75 r hector berlioz 44300 Nantes,47.2394,-1.58015,280,0.83
33700,Mérignac,46 r jules michelet 33700 Mérignac,44.821036,-0.622843,280,0.86
84000,Avignon,1 pl hector berlioz 84000 Avignon,43.932299,4.796831,277,0.62
13014,Marseille,3 av du merlan 13014 Marseille,43.331574,5.406316,277,0.51
11100,NARBONNE,20 qu d'alsace 11100 NARBONNE,43.189821,2.998471,277,0.54
83200,TOULON,737 CHEMIN DE FORGENTIER 83200 TOULON,43.136642,5.898064,276,0.85
11100,NARBONNE,"av du languedoc (plage), 11100 Narbonne",43.157762,3.163821,276,0.51
75020,PARIS,9 r pixerecourt 75020 PARIS,48.870722,2.395315,275,0.8
69007,Lyon,8 r felix brun 69007 Lyon,45.740843,4.833643,275,0.87
75014,PARIS,46-52 r pernety 75014 PARIS,48.83418,2.317892,275,0.56
69009,LYON,6 Rue Emile Duport 69009 Lyon,45.784557,4.810969,273,0.68
97139,LES ABYMES,"morne l hermitage, 97139 Les Abymes",16.226302,-61.525625,273,0.62
34680,ST GEORGES D ORQUES,"av justin bec, 34680 Saint-Georges-d'Orques",43.626268,3.770445,273,0.73
34300,Agde,5 r de volvire de brassac 34300 Agde,43.286241,3.499503,273,0.54
59200,TOURCOING,171 Rue Ma Campagne 59200 Tourcoing,50.708431,3.154258,271,0.7
33200,BORDEAUX,178 Rue Stéhelin 33200 Bordeaux,44.85686,-0.636198,270,0.51
34090,MONTPELLIER,"r rene etiemble, 34090 Montpellier",43.640494,3.844189,270,0.83
38400,Saint-Martin-d'Hères,6 r galilee 38400 Saint-Martin-d'Hères,45.187094,5.752398,270,0.59
28000,Chartres,28 r des reservoirs 28000 Chartres,48.435684,1.490585,270,0.74
14470,COURSEULLES SUR MER,1A prom jf violard 14470 Courseulles-sur-Mer,49.335949,-0.465132,269,0.61
75014,PARIS,5 Rue Vercingétorix 75014 PARIS,48.837998,2.321465,268,0.59
75019,Paris,8 r jules romains 75019 Paris,48.873323,2.37812,267,0.59
57050,METZ,1 Impasse Jacques Swebach 57050 Metz,49.130353,6.156359,267,0.8
10000,Troyes,2 r edouard pouard 10000 Troyes,48.287132,4.074164,266,0.71
92270,BOIS COLOMBES,7 r des peupliers 92270 BOIS COLOMBES,48.912487,2.260644,265,0.63
34300,AGDE,1 Rue des Chandelles 34300 AGDE,43.285259,3.508081,264,0.69
66000,Perpignan,51 av du general charles de gaulle 66000 Perpignan,42.697966,2.886084,264,0.69
54000,Nancy,15 r jacquinot 54000 Nancy,48.698858,6.167879,264,0.74
33800,Bordeaux,183 crs de l'yser 33800 Bordeaux,44.822996,-0.570875,264,0.59
35000,RENNES,17 pl du marechal juin 35000 RENNES,48.105542,-1.678863,264,0.89
60280,MARGNY LES COMPIEGNE,98 Rue Victor Hugo 60280 Margny-lès-Compiègne,49.424179,2.821275,263,0.89
31000,Toulouse,7 imp du ramier des catalans 31000 Toulouse,43.605364,1.427215,263,0.53
34080,Montpellier,2400 av des moulins 34080 Montpellier,43.620318,3.832986,262,0.57
67100,Strasbourg,10 r prosper merimee 67100 Strasbourg,48.55206,7.74646,262,0.54
13190,ALLAUCH,"lot les toits de la pounche, 13190 Allauch",43.333623,5.464145,261,0.65
94240,L'Haÿ-les-Roses,11 r bronzac 94240 L'Haÿ-les-Roses,48.780307,2.333639,259,0.54
67000,Strasbourg,13 r d'obernai 67000 Strasbourg,48.578288,7.732529,259,0.7
93150,Le Blanc-Mesnil,102 Avenue Aristide Briand 93150 Le Blanc-Mesnil,48.94368,2.447731,258,0.84
83100,TOULON,AVENUE DU COLONEL PICOT 83100 TOULON,43.129682,5.969935,256,0.54
34300,AGDE,"r de la garnison, 34300 Agde",43.280971,3.518369,256,0.79
78240,CHAMBOURCY,15/17r de la closerie 78240 CHAMBOURCY,48.90615,2.043244,255,0.85
31400,Toulouse,2 Rue Santiago du Chili 31400 Toulouse,43.567954,1.507184,255,0.84
13100,Aix-en-Provence,19 che du coton rouge 13100 Aix-en-Provence,43.51409,5.45395,254,0.68
75020,PARIS,18-24 r du soleil 75020 PARIS,48.87433,2.394759,254,0.85
13015,Marseille,381 che de la madrague ville 13015 Marseille,43.339612,5.354868,254,0.56
57000,METZ,10/12 RUE LAFAYETTE 57000 METZ,49.107682,6.172779,253,0.71
59000,LILLE,"r de bazinghien, 59000 Lille",50.622919,3.038898,253,0.79
34070,Montpellier,7 r des amaryllis 34070 Montpellier,43.612465,3.857698,253,0.57
75014,PARIS,29 Boulevard Edgar Quinet 75014 Paris,48.84156,2.323015,253,0.8
92100,Boulogne-Billancourt,16 Rue des Abondances 92100 Boulogne-Billancourt,48.84325,2.229596,252,0.58
92120,Montrouge,91 Avenue Aristide Briand 92120 Montrouge,48.814646,2.326047,252,0.72
95540,Méry-sur-Oise,1 pl du charme 95540 Méry-sur-Oise,49.057983,2.187638,251,0.7
18000,Bourges,4 r des bigarelles 18000 Bourges,47.079192,2.424117,251,0.58
38120,Saint-Égrève,5 r du rif tronchard 38120 Saint-Égrève,45.245319,5.672275,250,0.68
92210,Saint-Cloud,37 Rue du Val d'Or 92210 Saint-Cloud,48.85939,2.21493,250,0.68
29217,non connu,BOULEVARD DE LA MER 29217 PLOUGONVELIN,48.3459084826126,-4.7052330879248,250,0.59
75011,PARIS,86 r amelot 75011 PARIS,48.861249,2.367758,249,0.73
91120,Palaiseau,6 sq des champs fretauts 91120 Palaiseau,48.711911,2.244498,249,0.6
34280,LA GRANDE MOTTE,"r frederic mistral, 34280 La Grande-Motte",43.5583,4.087123,249,0.82
14640,VILLERS SUR MER,"av de la republique, 14640 Villers-sur-Mer",49.330228,0.011367,248,0.73
44500,La Baule-Escoublac,43 av alfred bruneau 44500 La Baule-Escoublac,47.278875,-2.425533,248,0.81
75015,Paris,4 r leon delagrange 75015 Paris,48.834195,2.285683,247,0.5
77360,Vaires-sur-Marne,2 r des pinsons 77360 Vaires-sur-Marne,48.877367,2.639467,246,0.5
13012,Marseille,76 Boulevard des fauvettes 13012 Marseille,43.315515,5.439028,246,0.51
91450,non connu,RESIDENCE LES BOIS DU CERF 91450 ETIOLLES,48.638333,2.478351,245,0.65
76000,ROUEN,"14-20, rue Antheaume,76000 Rouen",49.44593,1.117958,245,0.67
14640,VILLERS SUR MER,301 Avenue des Gabions 14640 Villers-sur-Mer,49.325474,0.010818,244,0.67
73210,non connu,VALLANDRY 73210 LANDRY,45.564155,6.759198,244,0.71
77500,CHELLES,45 Rue Alexandre Bickart 77500 Chelles,48.882117,2.591459,244,0.63
77185,LOGNES,19 Rue du Bois de la Grange 77185 Lognes,48.838615,2.62169,243,0.56
94100,ST MAUR DES FOSSES,3 à 7 rue du petit beaubourg 94100 SAINT-MAUR,48.814544,2.474051,243,0.52
94000,CRETEIL,9 Place Salvador Allende 94000 Créteil,48.778662,2.453246,242,0.84
91940,LES ULIS,"av de champagne, 91940 Les Ulis",48.687435,2.174087,242,0.89
85180,LES SABLES D OLONNE,2 av nina d'asty 85180 LES SABLES D OLONNE,46.47569,-1.753512,242,0.52
92100,BOULOGNE BILLANCOURT,15 Avenue Charles De Gaulle 92100 Boulogne-Billancourt,48.850164,2.237587,242,0.69
75012,Paris,25 r erard 75012 Paris,48.846434,2.386217,242,0.52
75014,PARIS,121 av du general leclerc 75014 PARIS,48.824035,2.326076,241,0.57
94360,Bry-sur-Marne,181 bd pasteur 94360 Bry-sur-Marne,48.832902,2.530783,241,0.73
69008,Lyon,103 av jean mermoz 69008 Lyon,45.732585,4.881729,241,0.77
94350,Villiers-sur-Marne,1 av henri dunant 94350 Villiers-sur-Marne,48.823053,2.537864,241,0.62
95330,Domont,2 Rue des Fossettes 95330 Domont,49.029592,2.335561,241,0.63
95700,ROISSY EN FRANCE,"av charles de gaulle, 95700 Roissy-en-France",48.999829,2.51037,240,0.68
93200,Saint-Denis,134 r gabriel peri 93200 Saint-Denis,48.942528,2.356922,240,0.88
57050,Metz,10-10A r rene paquet 57050 Metz,49.131052,6.160573,240,0.53
78100,Saint-Germain-en-Laye,10 r diderot 78100 Saint-Germain-en-Laye,48.893224,2.091726,240,0.76
83230,BORMES LES MIMOSAS,"dom du gaou benat, 83230 Bormes-les-Mimosas",43.102695,6.350346,240,0.6
92410,ville d'avray,16 Rue de Marnes 92410 Ville-d'Avray,48.827859,2.184378,240,0.7
40510,SEIGNOSSE,avenue de la grande plage 40510 Seignosse,43.711007,-1.431585,240,0.65
92400,Courbevoie,2 bd saint-denis 92400 Courbevoie,48.896119,2.25681,239,0.74
13240,Septèmes-les-Vallons,Chemin du Four à Chaux 13240 Septèmes-les-Vallons,43.407273,5.369701,239,0.56
13012,MARSEILLE 12,"68 bd des alpes, 13012 Marseille",43.299128,5.414887,239,0.79
51100,Reims,2 r du colonel fabien 51100 Reims,49.250355,4.019897,239,0.8
94800,Villejuif,137 av de paris 94800 Villejuif,48.80087,2.36536,239,0.79
4400,ENCHASTRAYES,04400 LE SAUZE,44.368048,6.688671,238,0.88
13002,MARSEILLE 02,"93 bd de paris, 13002 Marseille",43.309186,5.370235,238,0.87
11430,Gruissan,25 r du compas 11430 Gruissan,43.109183,3.101312,238,0.78
78330,Fontenay-le-Fleury,1 sq antoine watteau 78330 Fontenay-le-Fleury,48.810086,2.04344,237,0.55
34300,Agde,4 r de la courette 34300 Agde,43.285269,3.515609,237,0.62
21000,Dijon,6 Boulevard John Kennedy 21000 Dijon,47.308887,5.03612,237,0.86
13009,Marseille,430 av du marechal de lattre de tassigny 13009 Marseille,43.244771,5.427018,237,0.72
91170,Viry-Châtillon,2 r de la rochefoucauld 91170 Viry-Châtillon,48.662291,2.363275,236,0.73
40130,CAPBRETON,qu bonamour 40130 capbreton,43.65131,-1.434125,236,0.78
34300,Agde,1 av du chevalier d'alfonse 34300 Agde,43.283085,3.500136,236,0.82
35700,Rennes,3 r xavier grall 35700 Rennes,48.129097,-1.641371,236,0.67
83140,SIX FOURS LES PLAGES,DOMAINE DE LA COUDOULIERE 83140 SIX FOURS LES PLAGES,43.098585,5.814664,236,0.66
34000,Montpellier,1577 av de maurin 34000 Montpellier,43.58879,3.8726,235,0.75
42100,Saint-Étienne,1/20 r jean giono 42100 Saint-Étienne,45.424259,4.384961,235,0.69
69002,LYON 02,"crs charlemagne, 69002 Lyon",45.74109,4.821794,234,0.58
95000,Cergy,1 Rue de la Justice Verte 95000 Cergy,49.045079,2.055154,234,0.5
66000,PERPIGNAN,6 r alain lesage 66000 Perpignan,42.689984,2.886462,234,0.55
75013,PARIS,26 pl jeanne d'arc 75013 PARIS,48.829974,2.369033,233,0.87
30240,GRAU DU ROI,14 Route des Marines 30240 Le Grau-du-Roi,43.511051,4.130776,232,0.72
13190,allauch,1 bd ange martin 13190 allauch,43.332626,5.46389,232,0.58
34080,MONTPELLIER,314 Rue d'Uppsala 34080 Montpellier,43.629637,3.818588,232,0.61
78711,Mantes-la-Ville,Rue Charles Peguy 78711 Mantes-la-Ville,48.98554,1.703698,231,0.68
93230,Romainville,162-172 r paul de kock 93230 Romainville,48.89202,2.438567,231,0.74
59280,Armentières,81 r nationale av du pdt francois mitterrand 59280 Armentières,50.689165,2.87782,231,0.53
